id,duration,tempo,spectral_centroid,zero_crossing_rate,chroma_feature,mfccs,rms,harmonicity
MT0011916674,29.675102040816327,109.95678191489361,2659.705102478624,0.07232921422809933,"[0.5076219439506531, 0.3882972002029419, 0.31188690662384033, 0.34552186727523804, 0.4236830770969391, 0.5676179528236389, 0.45655718445777893, 0.5028089880943298, 0.44312459230422974, 0.4935161769390106, 0.3724530041217804, 0.3244689106941223]","[-120.5655288696289, 155.2725067138672, -63.77272415161133, 59.990577697753906, -18.297468185424805, 19.61784553527832, -10.129112243652344, 2.977322816848755, 5.136332988739014, -8.471027374267578, 8.502017974853516, -4.503241062164307, 5.825040817260742, -6.234172821044922, -1.1964091062545776, -4.737528324127197, -1.6521670818328857, 1.5570610761642456, -4.020778656005859, -1.8536193370819092]",0.16858107,4.8768456e-08
MT0011930865,29.675102040816327,132.51201923076923,2695.844511801855,0.08360341250733282,"[0.3215728998184204, 0.39807218313217163, 0.24226677417755127, 0.32978907227516174, 0.3842841386795044, 0.3609464168548584, 0.4714706838130951, 0.36723601818084717, 0.43108755350112915, 0.3448503017425537, 0.31796321272850037, 0.3846514821052551]","[-139.50144958496094, 153.9205780029297, -69.45027160644531, 41.785369873046875, -23.21172523498535, 19.421602249145508, -25.421823501586914, 5.8068132400512695, -6.39238166809082, -5.755543231964111, -2.467536449432373, -6.103311061859131, 0.29000183939933777, -7.120389461517334, -2.721670627593994, -12.004720687866211, -2.077924966812134, -5.778688907623291, -3.9123847484588623, -10.120902061462402]",0.12084252,1.4382279e-07
MT0011950450,29.675102040816327,92.28515625,2499.6852970142013,0.06366274717686743,"[0.5272867679595947, 0.4239405393600464, 0.3737979531288147, 0.33345869183540344, 0.3808203339576721, 0.41531896591186523, 0.3285244405269623, 0.33404070138931274, 0.307483971118927, 0.3797464668750763, 0.3609658181667328, 0.3793031573295593]","[-200.9672393798828, 153.41253662109375, -54.33595275878906, 24.767127990722656, -42.90300369262695, 1.204047679901123, -19.515689849853516, 4.069950580596924, -0.9465165138244629, -21.698898315429688, -1.532397985458374, -12.059669494628906, -1.7559853792190552, -7.299485683441162, -1.813825249671936, -7.042275905609131, -9.810310363769531, -0.4836820065975189, -4.81594705581665, -9.868167877197266]",0.094752245,-3.6481674e-07
MT0011957429,30.06,110.29411764705883,2819.1850098624745,0.10135409044039383,"[0.3535764217376709, 0.41098153591156006, 0.374927282333374, 0.3417535424232483, 0.3194544017314911, 0.40357521176338196, 0.3795986473560333, 0.3687044084072113, 0.47119131684303284, 0.39811256527900696, 0.45400840044021606, 0.32151055335998535]","[-72.5287857055664, 129.3892822265625, -46.090599060058594, 52.910465240478516, -33.55646514892578, 29.535968780517578, -26.9152774810791, 20.540597915649414, -14.847633361816406, 9.690326690673828, -3.851069688796997, -0.2791965901851654, 2.98157000541687, -7.367210388183594, 4.020351409912109, -12.793729782104492, 8.433199882507324, -11.351056098937988, 6.769946098327637, -8.148305892944336]",0.19541681,-2.793885e-06
MT0011997914,29.814421768707483,114.84375,2345.8686348865576,0.052162274352861034,"[0.6870030164718628, 0.5484987497329712, 0.46818777918815613, 0.4422021508216858, 0.5812330842018127, 0.48774394392967224, 0.4603971540927887, 0.5183296799659729, 0.4597617983818054, 0.4860408902168274, 0.49117231369018555, 0.5991246700286865]","[-164.37879943847656, 162.7437286376953, -46.24138641357422, 60.35508728027344, -10.157224655151367, 27.490652084350586, -2.5945732593536377, 9.313319206237793, 10.094647407531738, -1.7934705018997192, 8.88765811920166, -0.40612998604774475, 6.942048072814941, -2.454705238342285, 7.039829730987549, 0.8340328335762024, 3.306201934814453, 1.5872989892959595, -0.8356372117996216, -0.6156514286994934]",0.12811388,-0.00047433158
MT0011999773,30.06,110.29411764705883,2964.75127261527,0.0939358015400479,"[0.6190093159675598, 0.5673946738243103, 0.5919787883758545, 0.6333324909210205, 0.5642539858818054, 0.5478513836860657, 0.5555864572525024, 0.60909503698349, 0.6285398006439209, 0.60176020860672, 0.6778475046157837, 0.6593654155731201]","[-127.94220733642578, 114.69347381591797, -31.743953704833984, 64.05056762695312, -27.17751693725586, 43.3989143371582, -15.643259048461914, 24.243759155273438, -2.9849016666412354, 12.106202125549316, 4.022149085998535, -1.0606931447982788, 5.105360507965088, -3.453474760055542, 11.99285888671875, -4.417142868041992, 9.472444534301758, -7.491114139556885, 6.4212751388549805, -3.0927770137786865]",0.14286323,-1.89071e-05
MT0012041920,28.368,113.63636363636364,2609.6134003838156,0.09427901722801578,"[0.36162441968917847, 0.3655635416507721, 0.46735653281211853, 0.3907183110713959, 0.4457398056983948, 0.5187739729881287, 0.4980546534061432, 0.5178471803665161, 0.4668504297733307, 0.5165354013442993, 0.5573183298110962, 0.41844284534454346]","[-123.33430480957031, 134.0764923095703, -53.150718688964844, 63.53493881225586, -23.791383743286133, 40.13798141479492, -21.599308013916016, 16.892454147338867, -6.849567413330078, 3.717636823654175, -5.824763774871826, -0.45587193965911865, 2.8529558181762695, -9.309700012207031, 5.948873043060303, -10.036233901977539, 8.740370750427246, -9.53748607635498, 2.349698066711426, -6.582277774810791]",0.1270211,-0.00092999486
MT0012202513,29.936326530612245,161.4990234375,1402.4142953216146,0.06128838117732558,"[0.14778849482536316, 0.24528858065605164, 0.344448059797287, 0.2918238639831543, 0.42331042885780334, 0.30907708406448364, 0.35955944657325745, 0.45874401926994324, 0.549506425857544, 0.5966171622276306, 0.3572980463504791, 0.28627878427505493]","[-194.99575805664062, 128.35235595703125, -25.823522567749023, 38.07512664794922, -3.902240514755249, 21.936386108398438, 1.9686682224273682, 14.487469673156738, -4.606513500213623, 4.17703104019165, 2.2461986541748047, 0.7334248423576355, 1.8323179483413696, -3.5577313899993896, -2.357375144958496, -8.329350471496582, 0.9024601578712463, -6.335136413574219, 0.6890175938606262, -9.367630004882812]",0.12073144,-8.237152e-06
MT0012331779,29.936326530612245,161.4990234375,1696.2149720982482,0.07544323825096899,"[0.36918404698371887, 0.40226757526397705, 0.42099452018737793, 0.46492138504981995, 0.3358166813850403, 0.4273577034473419, 0.4528118371963501, 0.34916314482688904, 0.3776327073574066, 0.3704025149345398, 0.4477781355381012, 0.4680609107017517]","[-118.25205993652344, 134.0098419189453, -23.887229919433594, 61.50249481201172, -26.042531967163086, 36.85204315185547, -18.092334747314453, 22.11346435546875, -12.091707229614258, 5.630115032196045, -0.7470646500587463, 2.1498918533325195, 3.6420059204101562, -7.786272048950195, 3.3803458213806152, -12.062623023986816, 6.151017665863037, -11.699444770812988, 8.327529907226562, -4.851135730743408]",0.14392038,-4.198224e-05
MT0012396528,29.72154195011338,99.38401442307692,3513.2640337239864,0.08990495198408825,"[0.5609333515167236, 0.4671552777290344, 0.4418948292732239, 0.5017493367195129, 0.5293195843696594, 0.5555224418640137, 0.4564535915851593, 0.48385927081108093, 0.5186566710472107, 0.5454838871955872, 0.5595144033432007, 0.5069240927696228]","[-97.92127227783203, 135.9838104248047, -36.97903823852539, 53.73387908935547, -31.432363510131836, 44.30717468261719, -16.902223587036133, 11.370914459228516, -3.072249174118042, 8.21825885772705, 5.758482933044434, -1.9788906574249268, 5.914111137390137, -5.81881856918335, 7.413754940032959, -5.997196197509766, 7.441969871520996, -2.4469316005706787, 4.937481880187988, 0.38048186898231506]",0.17678463,-0.0010156124
MT0012534566,29.831836734693876,129.19921875,2427.783906245371,0.10919944674124514,"[0.429708868265152, 0.4009377062320709, 0.46096566319465637, 0.5334328413009644, 0.5352391600608826, 0.4045225977897644, 0.3658549189567566, 0.4037759602069855, 0.49205872416496277, 0.5894677042961121, 0.6258156299591064, 0.5634209513664246]","[-90.509765625, 101.47864532470703, -25.312088012695312, 63.80843734741211, -28.519014358520508, 47.028289794921875, -24.566740036010742, 30.438581466674805, -11.619255065917969, 14.283666610717773, -4.487328052520752, -2.9730868339538574, -0.36530423164367676, -11.280963897705078, 5.2229132652282715, -13.371866226196289, 7.12417459487915, -14.382204055786133, 5.622989654541016, -10.154494285583496]",0.18739429,2.7368182e-05
MT0012601428,29.1265306122449,103.359375,1935.539915673652,0.10764286603585657,"[0.28033798933029175, 0.16160503029823303, 0.2122199684381485, 0.19977200031280518, 0.36791443824768066, 0.24373626708984375, 0.28956109285354614, 0.4984484910964966, 0.3467347025871277, 0.38599511981010437, 0.34894827008247375, 0.3615427613258362]","[-263.09259033203125, 103.01325988769531, -22.75025177001953, 60.49021911621094, -18.357324600219727, 27.546342849731445, -14.355462074279785, 13.378663063049316, -17.635122299194336, 13.19993782043457, -6.475214958190918, -4.394102096557617, 2.3508710861206055, -9.525543212890625, 2.023540496826172, -13.32050895690918, 5.587385177612305, -8.007112503051758, 4.5102925300598145, -3.161999464035034]",0.069428034,0.0002791725
MT0012742379,29.805714285714284,123.046875,1818.5504144519034,0.12417973313376168,"[0.3180144131183624, 0.27607566118240356, 0.4619090259075165, 0.32669565081596375, 0.413211852312088, 0.26278695464134216, 0.3628716468811035, 0.37240347266197205, 0.31000521779060364, 0.5803325772285461, 0.22988563776016235, 0.24438200891017914]","[-166.49668884277344, 123.0297622680664, -56.43448257446289, 44.86288833618164, -11.629266738891602, 12.189589500427246, -3.7300078868865967, -3.1299989223480225, -5.079453945159912, -1.2389811277389526, 1.1428345441818237, -9.535555839538574, -3.896667718887329, -3.1028873920440674, -0.6730471253395081, -3.6667890548706055, 3.1930978298187256, -1.8587920665740967, 2.45047664642334, -5.685418128967285]",0.08797764,3.493108e-05
MT0012798988,29.85795918367347,143.5546875,1820.339851911357,0.09032026086216952,"[0.6231095790863037, 0.37494438886642456, 0.19878913462162018, 0.22438310086727142, 0.2910125255584717, 0.30507799983024597, 0.20501519739627838, 0.2933136224746704, 0.30804240703582764, 0.2301553338766098, 0.2973722219467163, 0.381457656621933]","[-167.4056854248047, 127.66915130615234, -38.750694274902344, 47.71654510498047, -23.526676177978516, 24.293039321899414, -23.58892822265625, 4.6841278076171875, -19.018896102905273, 3.1991584300994873, -11.880499839782715, -1.3108205795288086, -1.5868135690689087, -9.33692455291748, 3.7103285789489746, -13.835171699523926, 3.131101131439209, -9.539958953857422, 3.4934492111206055, -11.145641326904297]",0.090867765,-0.0014111692
MT0012846850,29.85795918367347,198.76802884615384,1513.780631920744,0.0758863481726283,"[0.3202883303165436, 0.3835916817188263, 0.46753251552581787, 0.32724061608314514, 0.3366203010082245, 0.3658953607082367, 0.3232880234718323, 0.3755091726779938, 0.33243414759635925, 0.39415791630744934, 0.3527240455150604, 0.27151763439178467]","[-171.85911560058594, 147.97808837890625, -42.35133361816406, 55.492855072021484, -21.586977005004883, 16.63005828857422, -10.142297744750977, -1.2833657264709473, 0.459589421749115, -0.48178988695144653, 0.5754034519195557, 0.5539262294769287, -0.359321653842926, -6.1101531982421875, 5.544740200042725, -0.8388819098472595, -3.7248189449310303, -2.164121389389038, 5.263368129730225, -7.282337665557861]",0.10115986,-0.002533119
MT0013101577,29.808,156.25,2186.3206304090163,0.07575405923082082,"[0.32938244938850403, 0.36242687702178955, 0.38760364055633545, 0.4260585308074951, 0.5530236959457397, 0.42555397748947144, 0.4924713373184204, 0.3698931932449341, 0.39690008759498596, 0.3814326226711273, 0.3455994129180908, 0.42148178815841675]","[-28.44632911682129, 157.8181610107422, -59.3963623046875, 51.3526496887207, -32.983795166015625, 29.64015007019043, -21.71317481994629, 10.646218299865723, -9.512338638305664, 5.1314239501953125, 2.5649871826171875, 0.6412428021430969, 9.878400802612305, -2.824434518814087, 7.391427993774414, -10.191238403320312, 7.339085102081299, -7.248787879943848, 4.087194442749023, -3.129340648651123]",0.30857167,1.3896634e-05
MT0013235939,29.952,117.1875,2443.837908690242,0.11774486535638014,"[0.28920745849609375, 0.2730872929096222, 0.3551141619682312, 0.4280332326889038, 0.40691903233528137, 0.3057224154472351, 0.33613499999046326, 0.3527090549468994, 0.27052122354507446, 0.289970725774765, 0.3121766746044159, 0.37888064980506897]","[-227.90762329101562, 134.61143493652344, -77.28103637695312, 45.02779769897461, 3.812385082244873, 6.507196426391602, -8.651684761047363, 23.339570999145508, -20.46440315246582, 9.498002052307129, -2.256060838699341, -11.24629020690918, 11.645215034484863, -12.760580062866211, -3.950007677078247, 3.8176796436309814, 2.9451019763946533, -0.5079454779624939, 12.552085876464844, -1.39773428440094]",0.07589012,-0.0025536795
MT0013350034,29.85795918367347,92.28515625,877.4059097826737,0.03786837517010109,"[0.35458219051361084, 0.245405912399292, 0.3504224419593811, 0.3775531053543091, 0.3053796887397766, 0.3231813311576843, 0.300563782453537, 0.3589414656162262, 0.3034006953239441, 0.25072968006134033, 0.2379959374666214, 0.32318273186683655]","[-238.59219360351562, 170.7664794921875, 3.496068000793457, 29.203872680664062, -2.856212854385376, 11.415144920349121, -8.94260025024414, 2.7405102252960205, -9.279812812805176, -2.2093966007232666, -0.8793469667434692, -3.000135898590088, -0.6359176635742188, -6.949920654296875, 1.3760368824005127, -4.319061756134033, -8.163333404809237e-06, -2.611636161804199, 0.7000648379325867, -2.803635358810425]",0.11866498,-2.9248463e-07
MT0013389935,29.808,113.63636363636364,2473.1269304799234,0.06910070329265021,"[0.3511035144329071, 0.3450065553188324, 0.429096519947052, 0.414240300655365, 0.3911867141723633, 0.40408962965011597, 0.4339672029018402, 0.5291250348091125, 0.5776158571243286, 0.5367670059204102, 0.44284114241600037, 0.38465404510498047]","[-134.33409118652344, 116.35549926757812, -15.806468963623047, 47.25418472290039, -10.679319381713867, 33.258052825927734, -18.929866790771484, 17.780780792236328, -3.429069995880127, 1.6795897483825684, -1.9749162197113037, 1.4059423208236694, 1.6517902612686157, -6.433592796325684, 6.053417205810547, -5.813387870788574, 7.0247063636779785, -5.891749382019043, 7.224483489990234, -0.4914180040359497]",0.21843062,-3.1006917e-07
MT0013590244,29.88,170.45454545454547,2288.8287001437775,0.07935197654577088,"[0.3988431394100189, 0.30773407220840454, 0.3806096017360687, 0.489353746175766, 0.3469698131084442, 0.3799813985824585, 0.39161044359207153, 0.3995877802371979, 0.3643701374530792, 0.39867374300956726, 0.5443903803825378, 0.3699571192264557]","[-113.6398696899414, 148.21092224121094, -38.00122833251953, 48.69104766845703, -29.03999900817871, 31.569974899291992, -21.209924697875977, 18.26902961730957, -9.562726020812988, 6.356011390686035, 3.8357856273651123, 0.48770400881767273, 1.1193902492523193, -4.0599141120910645, 7.621347904205322, -10.480510711669922, 9.812029838562012, -7.245347499847412, 4.612922668457031, -4.4197096824646]",0.1475057,6.861146e-07
MT0013621344,10.08,75.0,777.5587978143341,0.07273999950553797,"[0.4294358789920807, 0.30125102400779724, 0.4610787034034729, 0.28954339027404785, 0.22703540325164795, 0.20774030685424805, 0.13690945506095886, 0.22831808030605316, 0.27926209568977356, 0.43124839663505554, 0.23436208069324493, 0.21130818128585815]","[-242.2030487060547, 190.51187133789062, -27.01044464111328, 21.44649314880371, -4.220992565155029, 15.850128173828125, 1.6443027257919312, -6.194403171539307, 20.20570945739746, -11.550504684448242, 9.172601699829102, 4.551156044006348, -5.937318325042725, 14.36372184753418, -10.474096298217773, 2.587440013885498, 9.729510307312012, -6.522678852081299, 2.8234431743621826, -0.9416865110397339]",0.080364674,1.3497688e-06
MT0013633209,29.1265306122449,151.99908088235293,1658.8894233862538,0.06706922310756971,"[0.4706200063228607, 0.3709774911403656, 0.40036019682884216, 0.3342571258544922, 0.43263572454452515, 0.5399065613746643, 0.4100319445133209, 0.3910179138183594, 0.3831983208656311, 0.4385634660720825, 0.3746356964111328, 0.3779667913913727]","[-121.64781951904297, 127.79808044433594, -27.759387969970703, 58.85064697265625, -14.110011100769043, 34.44637680053711, -18.546159744262695, 18.805374145507812, -7.840413570404053, 9.247490882873535, -3.2388994693756104, 1.8775436878204346, 5.142431259155273, -6.552065372467041, 6.570829391479492, -9.920187950134277, 3.3685667514801025, -7.843894958496094, 6.642285346984863, -1.915367841720581]",0.17372987,4.1247945e-06
MT0013800071,29.15265306122449,99.38401442307692,2158.2791832617986,0.11968527629876592,"[0.41143035888671875, 0.451803982257843, 0.36327892541885376, 0.3150075376033783, 0.2983684539794922, 0.3015669882297516, 0.3453989326953888, 0.339425265789032, 0.40243658423423767, 0.3644678592681885, 0.3957737982273102, 0.5056565999984741]","[-152.62811279296875, 97.99421691894531, -29.061616897583008, 51.38477325439453, -19.215085983276367, 11.8289794921875, -15.975680351257324, 14.078998565673828, -9.904947280883789, 7.4539079666137695, -3.725118637084961, 1.0921084880828857, 4.741930961608887, -2.699542284011841, 6.71619176864624, -10.19617748260498, 4.167609691619873, -10.19796085357666, 1.5112444162368774, -4.838118553161621]",0.1154982,-6.6473326e-06
MT0013914319,10.08,78.125,1175.5258780802874,0.0908975721914557,"[0.3434780538082123, 0.3138059675693512, 0.3425987958908081, 0.3428495526313782, 0.33194106817245483, 0.33628106117248535, 0.2634611129760742, 0.30420735478401184, 0.3407157361507416, 0.3722430467605591, 0.3091009259223938, 0.2771906554698944]","[-256.0018005371094, 168.12203979492188, -61.15680694580078, 76.36809539794922, -12.931135177612305, -12.384340286254883, 10.325518608093262, -20.044004440307617, 5.47636079788208, -9.35912799835205, -0.2731594145298004, -2.6918716430664062, -5.339966773986816, 1.0001968145370483, -11.294737815856934, -1.3004833459854126, -7.80228328704834, -2.2650821208953857, -3.9263830184936523, -9.203083038330078]",0.061962496,-1.8659954e-07
MT0014576739,27.144,91.46341463414635,3221.308291550385,0.11961049140026517,"[0.35117366909980774, 0.40708380937576294, 0.34214380383491516, 0.36127564311027527, 0.3413698375225067, 0.42112016677856445, 0.28835490345954895, 0.29783040285110474, 0.45862770080566406, 0.40948939323425293, 0.48408153653144836, 0.36339858174324036]","[-104.17601776123047, 97.53824615478516, -40.958003997802734, 46.076595306396484, -29.39766502380371, 27.310344696044922, -23.96211814880371, 19.833126068115234, -15.584222793579102, 8.766926765441895, 3.810230016708374, -4.424761772155762, 4.0637383460998535, -7.177062034606934, 8.277145385742188, -5.6326117515563965, 10.485711097717285, -2.129333257675171, 7.410767555236816, -6.058903694152832]",0.18050176,-7.288563e-06
MT0014586720,29.15265306122449,95.703125,2046.593167888111,0.10338694578523089,"[0.45518532395362854, 0.38490790128707886, 0.40196365118026733, 0.4522857666015625, 0.457401305437088, 0.518677294254303, 0.5537806749343872, 0.7076209783554077, 0.5370511412620544, 0.4021924138069153, 0.5223587155342102, 0.486878901720047]","[-44.09804916381836, 117.01258087158203, -47.712318420410156, 78.43386840820312, -29.511457443237305, 37.94723892211914, -15.265839576721191, 25.745691299438477, -7.507546424865723, 14.799185752868652, -5.528670787811279, 0.1961279958486557, 3.0735127925872803, -4.245337963104248, 13.539102554321289, -1.6447874307632446, 14.726303100585938, -6.047608852386475, 11.799508094787598, -5.138708591461182]",0.2905044,1.9633419e-05
MT0014650360,29.178775510204083,63.02400914634146,2139.3209193446723,0.11826000957140016,"[0.47659799456596375, 0.31732794642448425, 0.3830510079860687, 0.3845076858997345, 0.5537863373756409, 0.3657427132129669, 0.3292189836502075, 0.4666813611984253, 0.4806230962276459, 0.523894190788269, 0.4054010808467865, 0.4846287965774536]","[-123.83683776855469, 111.01823425292969, -20.4014835357666, 60.83646011352539, -32.76219940185547, 34.002197265625, -26.203386306762695, 20.112382888793945, -17.714153289794922, 8.148862838745117, -7.454784393310547, 0.13710452616214752, 3.5605075359344482, -3.736599922180176, 6.392716884613037, -9.8263578414917, 4.763663291931152, -16.009666442871094, 8.395820617675781, -8.711183547973633]",0.15056351,3.536759e-06
MT0015005100,27.141224489795917,184.5703125,2912.5140397931555,0.19248347612810093,"[0.3754311800003052, 0.354724645614624, 0.46231144666671753, 0.38511738181114197, 0.28313082456588745, 0.28169411420822144, 0.3421071469783783, 0.40411177277565, 0.3147725462913513, 0.30797508358955383, 0.31363001465797424, 0.29198917746543884]","[-166.7675323486328, 83.88102722167969, -21.817821502685547, 70.51393127441406, -39.66737747192383, 32.67715072631836, -34.97876739501953, 14.153081893920898, -14.552474975585938, 10.668444633483887, -10.232852935791016, 2.921198844909668, 8.087541580200195, -12.299684524536133, 5.504114627838135, -12.937917709350586, 7.743529319763184, -9.399270057678223, 5.832118511199951, -5.220780849456787]",0.06945879,-0.0019856885
MT0015028144,29.1265306122449,92.28515625,1995.2291535628515,0.10329580117031872,"[0.4228580892086029, 0.42696747183799744, 0.3266645073890686, 0.407825231552124, 0.32831647992134094, 0.46853095293045044, 0.3446565270423889, 0.2723255753517151, 0.42997345328330994, 0.2999870181083679, 0.31528985500335693, 0.2726944386959076]","[-99.78498840332031, 118.65653991699219, -30.85310935974121, 57.95199966430664, -32.291385650634766, 26.557296752929688, -16.05074119567871, 16.862646102905273, -12.344389915466309, 7.701845645904541, -8.378211975097656, 0.9918147921562195, 0.19087664783000946, -4.845763206481934, -0.5453376173973083, -13.710003852844238, 3.452096700668335, -11.832520484924316, 13.493521690368652, -4.185706615447998]",0.20162962,5.750831e-08
MT0015680193,29.16,117.1875,2879.914897519709,0.10197632036821173,"[0.5151660442352295, 0.3778679370880127, 0.4342067241668701, 0.3989039957523346, 0.5710030198097229, 0.5407496094703674, 0.46875518560409546, 0.6022871136665344, 0.458320677280426, 0.39563441276550293, 0.3352578580379486, 0.47912833094596863]","[-16.934175491333008, 133.12112426757812, -38.95656967163086, 65.41072845458984, -38.33916473388672, 42.23384094238281, -25.897703170776367, 26.328020095825195, -11.569966316223145, 11.300411224365234, -2.0440433025360107, 3.355499267578125, 5.034712314605713, -6.718547344207764, 8.136157035827637, -11.24873161315918, 9.768195152282715, -12.16826343536377, 6.870356559753418, -6.606557369232178]",0.3059514,2.6138712e-06
MT0015742096,30.06,150.0,2153.510053815178,0.06951524248270356,"[0.25521591305732727, 0.2718484401702881, 0.30683594942092896, 0.3366768956184387, 0.381948322057724, 0.41484954953193665, 0.39568081498146057, 0.45979076623916626, 0.4106827974319458, 0.2856718897819519, 0.23303183913230896, 0.24157306551933289]","[-121.6402587890625, 148.1427764892578, -56.067535400390625, 48.29887771606445, -26.90345001220703, 23.272113800048828, -17.01548194885254, 13.08226203918457, -3.318229913711548, -0.3273289203643799, -2.05658221244812, 1.4496922492980957, 5.530163288116455, -4.313914775848389, 3.3234200477600098, -9.701635360717773, 2.283330202102661, -6.981809616088867, 4.102391242980957, -3.230511426925659]",0.17100257,6.487397e-06
MT0015934550,29.1265306122449,78.30255681818181,1739.5596376568471,0.09234779631474103,"[0.2792951762676239, 0.30089548230171204, 0.31042322516441345, 0.4492797255516052, 0.5178329944610596, 0.4050224721431732, 0.4186727702617645, 0.3612625002861023, 0.467166543006897, 0.3614535629749298, 0.35166558623313904, 0.39361879229545593]","[-123.96583557128906, 141.16897583007812, -50.72954177856445, 59.75083541870117, -13.532271385192871, 22.868587493896484, -13.82124137878418, 15.38784122467041, -14.488380432128906, 9.94942569732666, -4.774721622467041, -5.446746826171875, 3.0626864433288574, -13.380130767822266, 2.374051809310913, -8.362424850463867, 0.5832993984222412, -10.513330459594727, 1.3267837762832642, -9.197239875793457]",0.13839568,1.669924e-06
MT0016972827,29.1265306122449,83.35433467741936,1428.924453026795,0.06428271289840637,"[0.3957260847091675, 0.3068874776363373, 0.3200259506702423, 0.39040738344192505, 0.6472823619842529, 0.5256888270378113, 0.33243972063064575, 0.43142858147621155, 0.4130612909793854, 0.4778929650783539, 0.33182474970817566, 0.33466216921806335]","[-52.3931770324707, 154.9320526123047, -46.03938293457031, 59.3821907043457, -12.327435493469238, 23.70849609375, -19.058914184570312, 25.78890609741211, -10.234060287475586, 6.260214805603027, -0.6772043704986572, 0.21249382197856903, 4.0645599365234375, -7.803328990936279, 4.702540397644043, -11.800626754760742, 2.812566041946411, -6.69041109085083, 4.587405204772949, -9.228363037109375]",0.2819453,-5.1662882e-06
MT0017797643,29.16,133.92857142857142,2503.534827658305,0.07697915952413605,"[0.4663151204586029, 0.54328852891922, 0.3967486023902893, 0.3985470235347748, 0.4098972678184509, 0.5190252065658569, 0.4456274211406708, 0.4186469316482544, 0.4849284887313843, 0.41103261709213257, 0.3787253499031067, 0.35345667600631714]","[-82.18470764160156, 130.60304260253906, -34.37517166137695, 69.43833923339844, -11.735660552978516, 40.08575439453125, -16.763578414916992, 24.14697265625, -9.329365730285645, 4.988330841064453, -1.0207561254501343, 1.3208508491516113, 2.867478370666504, -4.265581130981445, 7.04642915725708, -9.65943431854248, 9.510709762573242, -9.15913200378418, 6.118747234344482, -7.078827381134033]",0.2369063,-9.780057e-06
MT0018024152,30.06,138.88888888888889,2742.9830047607843,0.09840049560936669,"[0.4367819130420685, 0.4449549913406372, 0.3870379626750946, 0.44762054085731506, 0.5297628045082092, 0.40342068672180176, 0.43678754568099976, 0.360434889793396, 0.5090708136558533, 0.4556616246700287, 0.42176344990730286, 0.5770308375358582]","[-32.358070373535156, 131.9222869873047, -52.4140739440918, 68.50279998779297, -22.109189987182617, 35.45454788208008, -18.991609573364258, 26.620166778564453, -15.60148811340332, 18.912797927856445, -3.050382614135742, -3.112778663635254, 6.998558521270752, -7.50511360168457, 6.386948585510254, -12.687261581420898, 8.630966186523438, -10.906875610351562, 7.431469440460205, -6.355790138244629]",0.2838413,-4.054225e-06
MT0018029465,30.06,138.88888888888889,2052.1025002363967,0.05249322279137839,"[0.3456951677799225, 0.3060411512851715, 0.36179977655410767, 0.44681087136268616, 0.5680286288261414, 0.5181877017021179, 0.3924762010574341, 0.3874773383140564, 0.5115614533424377, 0.7091683745384216, 0.48939603567123413, 0.41061151027679443]","[-117.74213409423828, 134.09445190429688, -14.008652687072754, 66.94561004638672, -5.3178205490112305, 31.54749870300293, -3.132154941558838, 25.65431022644043, -5.298459053039551, 18.25423812866211, -2.3542675971984863, -0.8781437277793884, 1.877155065536499, -3.945798873901367, 7.845180511474609, -11.405141830444336, 7.891059875488281, -9.529023170471191, 4.72194766998291, -7.822896480560303]",0.24423048,-5.4964075e-06
MT0018031959,30.06,144.23076923076923,2633.5267845452786,0.09304759221993081,"[0.5573660731315613, 0.4557719826698303, 0.506129801273346, 0.3680633306503296, 0.3945472538471222, 0.42805975675582886, 0.4028048515319824, 0.4635978043079376, 0.39407700300216675, 0.40343886613845825, 0.42101767659187317, 0.5355576276779175]","[-36.540367126464844, 136.32009887695312, -45.834632873535156, 60.65968704223633, -21.250595092773438, 29.486495971679688, -19.55753517150879, 26.409019470214844, -13.253410339355469, 15.023618698120117, -5.358686447143555, 0.14424383640289307, 5.382837772369385, -6.625227451324463, 8.903617858886719, -11.612493515014648, 6.5536370277404785, -10.886907577514648, 5.159051418304443, -9.689244270324707]",0.27928066,7.980283e-07
MT0018450519,30.06,72.11538461538461,2638.5695591342487,0.06816213951902608,"[0.40499719977378845, 0.353947252035141, 0.4310421347618103, 0.4496641457080841, 0.4838258922100067, 0.42890387773513794, 0.4489460289478302, 0.5175759196281433, 0.43213874101638794, 0.3957303762435913, 0.36636215448379517, 0.453434556722641]","[-117.04508972167969, 110.91300964355469, -18.142169952392578, 45.38094711303711, -15.939971923828125, 35.79778289794922, -10.065476417541504, 28.334232330322266, -7.703514575958252, 12.600550651550293, 2.738997220993042, 3.176713228225708, 4.512137413024902, -2.858994722366333, 11.108476638793945, -7.522193431854248, 9.226791381835938, -3.559861898422241, 7.687737941741943, -2.579585313796997]",0.2089019,-2.3720027e-05
