id,duration,tempo,spectral_centroid,zero_crossing_rate,chroma_feature,mfccs,rms,harmonicity,transcription,valence_mean,valence_std,arousal_mean,arousal_std,emotion
740,45.0609977324263,84.72079918032787,2037.023217319008,0.0438700955531942,"[0.5538727641105652, 0.6199462413787842, 0.634161114692688, 0.5592408180236816, 0.5254369378089905, 0.6063207983970642, 0.6254388689994812, 0.5242614150047302, 0.5277534127235413, 0.5352019667625427, 0.513538658618927, 0.5373421311378479]","[-257.4831848144531, 128.53036499023438, -3.0822510719299316, 34.65530014038086, 6.336268424987793, 4.310941219329834, 4.147718906402588, 9.206497192382812, 0.7151999473571777, 2.264732599258423, 9.302913665771484, 4.6970133781433105, 6.116028785705566, 2.0647659301757812, -2.33778977394104, 1.000291109085083, -0.9155848026275635, -2.863985061645508, -0.8468937277793884, -2.8247945308685303]",0.0930803,-2.674732e-06,,3.7,1.79,4.0,1.34,
741,45.0609977324263,112.34714673913044,1766.4429023230318,0.027938190285291,"[0.48315683007240295, 0.5018321871757507, 0.526408851146698, 0.44215187430381775, 0.4009658098220825, 0.38488951325416565, 0.4493806064128876, 0.5258899927139282, 0.5534666776657104, 0.5651054382324219, 0.535721480846405, 0.5008765459060669]","[-286.6752014160156, 143.57418823242188, 18.97749137878418, 36.39715576171875, 6.3146071434021, 23.22514533996582, 2.685267448425293, 15.205430030822754, 7.782105445861816, 1.0170998573303223, -4.293449878692627, -0.491828590631485, -0.7075287103652954, -4.6460747718811035, -3.680006265640259, -0.17189380526542664, 0.4394172430038452, -0.9105141162872314, 1.099314570426941, -0.47339096665382385]",0.08501122,-0.00017345797,Ah. Ah.,4.6,1.5,4.4,1.5,
742,45.0609977324263,117.45383522727272,1481.4483998399692,0.0380849312532199,"[0.3446978032588959, 0.3325193524360657, 0.37441596388816833, 0.4396097958087921, 0.4753988981246948, 0.45265278220176697, 0.432140976190567, 0.4192366898059845, 0.4352321922779083, 0.43112480640411377, 0.35525068640708923, 0.3403913080692291]","[-162.28219604492188, 203.56056213378906, -64.4269027709961, 40.279518127441406, 35.1213264465332, 3.1233325004577637, 14.060526847839355, 7.439252853393555, 4.303536415100098, -7.161920070648193, 2.2201662063598633, 4.664084434509277, -1.2712736129760742, 2.8661677837371826, -0.6592907905578613, -0.3038862347602844, -0.2139258086681366, -1.1791050434112549, 1.0214202404022217, 1.102886438369751]",0.22495697,0.0002461217,,6.1,2.12,6.5,1.63,
743,45.0609977324263,90.66611842105264,1724.4311163864652,0.0304705360880345,"[0.4228479564189911, 0.4770861566066742, 0.5243275165557861, 0.581957995891571, 0.5367676615715027, 0.4490998387336731, 0.4624587297439575, 0.4087340831756592, 0.49736902117729187, 0.4734179973602295, 0.46807554364204407, 0.4380608797073364]","[-251.68487548828125, 154.77737426757812, 17.13675880432129, 44.59666442871094, 11.594084739685059, 29.64856719970703, 6.23786735534668, 14.745606422424316, 0.4258106052875519, 0.3275599777698517, -3.008514881134033, -4.008435249328613, -2.9836831092834473, -0.34105250239372253, -6.056802749633789, -4.675524711608887, -3.494257926940918, -3.532160758972168, 3.051666259765625, -3.621600866317749]",0.12020564,1.1330238e-05,,3.1,1.45,5.0,1.95,
744,45.03487528344671,143.5546875,2466.734205652056,0.0477095719740912,"[0.6216534376144409, 0.633220911026001, 0.5895688533782959, 0.5438457131385803, 0.5151187777519226, 0.5036715269088745, 0.44246262311935425, 0.4194912016391754, 0.36404287815093994, 0.380535751581192, 0.41731899976730347, 0.5564556121826172]","[-155.39193725585938, 136.05433654785156, -25.1091251373291, 68.4041519165039, 16.022058486938477, 28.73377799987793, -13.906282424926758, 9.176332473754883, 4.002056121826172, 4.4337477684021, -9.116222381591797, 3.866020441055298, 1.3631062507629395, 0.38668468594551086, -1.7475454807281494, -2.751702308654785, -1.6089249849319458, -6.72519588470459, 3.7819509506225586, -4.927608013153076]",0.18491176,-7.308878e-06,,6.1,1.3,5.5,1.12,
745,45.0609977324263,74.89809782608695,1295.4988524938244,0.0253710031877898,"[0.6798081398010254, 0.5688079595565796, 0.6368356347084045, 0.774603545665741, 0.6843282580375671, 0.6159371137619019, 0.5503091812133789, 0.5610129833221436, 0.5933705568313599, 0.5796160697937012, 0.5519432425498962, 0.5979462265968323]","[-288.690185546875, 177.650146484375, 6.64224100112915, 60.325408935546875, 23.633207321166992, -3.8577117919921875, 15.790935516357422, 5.864802837371826, 5.906891822814941, 3.8184754848480225, -8.586570739746094, 6.614227294921875, 3.969590663909912, 8.33886432647705, 15.701347351074219, -2.9141719341278076, 1.9878941774368286, 6.152350902557373, -3.9856669902801514, 3.6852974891662598]",0.10520209,-1.659382e-06,"Go to sleep, go to sleep, go to sleep, baby. Go to sleep, go to sleep, go to sleep, little baby. Go to sleep, go to sleep, go to sleep, little baby.",4.2,1.08,1.6,0.66,
746,45.0609977324263,95.703125,1677.4535711964177,0.0323430355647861,"[0.3239351809024811, 0.32821324467658997, 0.40652331709861755, 0.4636360704898834, 0.42327266931533813, 0.4674800932407379, 0.3906157314777374, 0.3462391197681427, 0.3099461495876312, 0.3680555522441864, 0.41337502002716064, 0.3309728801250458]","[-197.8887939453125, 175.65695190429688, -18.25119972229004, 32.868263244628906, 14.730400085449219, 1.8346681594848633, -4.690381050109863, 19.660785675048828, -14.180180549621582, 4.443167209625244, 5.027020454406738, 4.924557685852051, -1.078550934791565, -3.6147572994232178, 2.6862363815307617, -8.090910911560059, 5.009104251861572, -0.4890395700931549, -2.0021495819091797, 1.545043706893921]",0.16600771,-2.155152e-06,"Used to be blue, walking around with nothing to do Watching and waiting all the day through For someone I could love Out of the clear sky, brightest sun There came a sunbeam stacking to none I looked and I knew that that was the one The one for me to love Everything turned out so good And no wonder that I'm knocking on wood",3.7,1.73,4.6,1.91, Sad
747,45.0609977324263,172.265625,829.7309073015721,0.0227039460973724,"[0.3067694306373596, 0.2904512584209442, 0.3856429159641266, 0.2630799114704132, 0.24629037082195282, 0.2719781696796417, 0.1589594930410385, 0.2169361412525177, 0.278386652469635, 0.5753371715545654, 0.4249904155731201, 0.24951103329658508]","[-391.6177978515625, 195.6521453857422, 31.20462989807129, -10.480066299438477, 6.585386753082275, 2.8072350025177, -6.924584865570068, -8.2860689163208, -5.527266502380371, -3.3787498474121094, -3.437236785888672, -4.28634786605835, -7.333917140960693, -9.830634117126465, -6.18162727355957, -1.3369190692901611, -1.8434563875198364, -3.6627564430236816, -2.7468066215515137, -1.9438531398773193]",0.04720594,-2.8655918e-06,you you,3.6,1.36,4.9,1.22, Sad
748,45.03487528344671,86.1328125,1221.0280874736536,0.038741259022944,"[0.3901009261608124, 0.4877747595310211, 0.5385156869888306, 0.45534226298332214, 0.7084372639656067, 0.41294050216674805, 0.30885419249534607, 0.311798095703125, 0.37158825993537903, 0.6229578256607056, 0.46334537863731384, 0.46560579538345337]","[-198.39572143554688, 262.0113220214844, -64.71475219726562, -1.2073034048080444, 13.95106029510498, -20.193111419677734, 7.174215793609619, -17.859148025512695, -25.558101654052734, 1.245038390159607, -8.250415802001953, -10.579195022583008, -0.2984578013420105, -3.358644485473633, -3.169222593307495, -6.154402256011963, -10.242350578308105, -7.413417339324951, -7.345362186431885, -6.71303653717041]",0.15758955,-7.170296e-08,,5.1,1.92,4.4,1.56,
749,45.03487528344671,139.6748310810811,1647.1087157738532,0.0330438891708558,"[0.2870246469974518, 0.31507110595703125, 0.31213071942329407, 0.2637190818786621, 0.2999947965145111, 0.3776344954967499, 0.539510190486908, 0.5511887073516846, 0.5981852412223816, 0.6339802145957947, 0.48075833916664124, 0.34029775857925415]","[-205.18780517578125, 184.8246612548828, -23.958209991455078, 27.08563804626465, 5.515732288360596, 12.787283897399902, -3.7694735527038574, 0.3979698121547699, 3.106414318084717, 3.4080605506896973, -1.2464311122894287, -3.452280044555664, -5.471034049987793, -1.4064669609069824, -2.620856761932373, -6.733868598937988, -5.545402526855469, -5.363615036010742, -0.7983863949775696, -3.7625937461853027]",0.12513834,1.7951879e-09,,4.2,1.25,4.9,1.37,
750,45.0609977324263,129.19921875,2110.683120444438,0.066112929063627,"[0.41599294543266296, 0.18288134038448334, 0.2573722302913666, 0.21743489801883698, 0.1793414205312729, 0.31216180324554443, 0.21621496975421906, 0.3416505455970764, 0.32934853434562683, 0.2070537507534027, 0.20673856139183044, 0.2588842213153839]","[-367.3316650390625, 157.40365600585938, -65.60174560546875, 15.721742630004883, -22.3555908203125, -12.432172775268555, 1.1504907608032227, -12.640594482421875, -6.545391082763672, -11.291642189025879, -7.598452091217041, -8.146766662597656, -10.431909561157227, -3.19366717338562, -6.936699390411377, -5.909572601318359, 2.7792067527770996, -1.199121356010437, 0.5947399735450745, -0.5685102343559265]",0.02144707,-1.1232141e-05,you you,5.3,2.0,5.7,1.9,
756,45.0609977324263,120.18531976744184,2358.35450325281,0.049715383098274,"[0.1774180680513382, 0.2650325894355774, 0.2116503119468689, 0.3175833821296692, 0.19554097950458527, 0.3083849549293518, 0.558297336101532, 0.3821376860141754, 0.5454915761947632, 0.2850229740142822, 0.272198349237442, 0.1859830915927887]","[-193.58668518066406, 147.49009704589844, 10.273582458496094, 16.11832618713379, -34.18537139892578, -0.07891993224620819, -17.467273712158203, 10.012434005737305, -7.129509925842285, 5.174609184265137, -0.35661599040031433, 9.118535041809082, 6.868179798126221, 7.067020893096924, -0.6563745141029358, -3.2418406009674072, 0.23303261399269104, -0.21029327809810638, 7.288512229919434, 7.013541221618652]",0.20137757,4.779387e-05,Takk for ating medietekst. Takk for ating medietekst.,5.9,1.87,6.8,0.75,
757,45.03487528344671,112.34714673913044,2702.4737000431087,0.0821475613882443,"[0.3725730776786804, 0.6802412271499634, 0.4875999093055725, 0.4008520841598511, 0.3506547510623932, 0.4362046718597412, 0.6283355355262756, 0.4177958369255066, 0.4154553711414337, 0.34896284341812134, 0.5777636766433716, 0.38350173830986023]","[-96.6090087890625, 161.15798950195312, -70.58101654052734, 29.07784080505371, -3.648261308670044, 19.9825496673584, -18.200075149536133, 11.86552619934082, -6.902248382568359, 1.385142207145691, -6.300311088562012, 0.4751330614089966, -5.72944450378418, -0.21308031678199768, -0.47661831974983215, -3.5394723415374756, 1.635895013809204, -5.840048313140869, -0.7526538968086243, -4.211493492126465]",0.16389735,4.7402972e-07,"There was a kid in a tree, among the birds and the bees, between Beehive and Birdnest, and I think you know the rest, he wanted to be free with them, but they weren't believing, Peck even stinging him.",6.0,1.26,6.1,1.37,
758,45.0609977324263,99.38401442307692,1743.6066477407062,0.0294166183668212,"[0.5592042803764343, 0.5616366267204285, 0.570507287979126, 0.6006916761398315, 0.681161642074585, 0.6445581316947937, 0.5627083778381348, 0.5561899542808533, 0.586230456829071, 0.7055262923240662, 0.603533923625946, 0.4980968236923218]","[-137.42254638671875, 178.76181030273438, -26.911151885986328, 51.35179901123047, -4.981069087982178, 16.949399948120117, 7.468475818634033, 9.92087459564209, 5.892441272735596, 8.73967456817627, 4.6411519050598145, 5.7592010498046875, 5.33909797668457, 5.947389602661133, 6.720566272735596, 3.48404598236084, 1.8331578969955444, -0.14277853071689606, 3.3911983966827393, -2.324934244155884]",0.26263878,2.0583628e-05,Thank you.,4.8,1.89,5.9,1.04,
759,45.047777777777775,156.60511363636363,3455.79475507398,0.0738084729692733,"[0.5209102630615234, 0.44230732321739197, 0.41745755076408386, 0.48328733444213867, 0.5853334069252014, 0.5351262092590332, 0.5319269895553589, 0.4597149193286896, 0.5097590684890747, 0.5001894235610962, 0.527292788028717, 0.634845495223999]","[-45.80357360839844, 136.2534942626953, -26.31993293762207, 48.3011474609375, -28.82427215576172, 43.48958206176758, -20.217384338378906, 15.604231834411621, -8.10488224029541, 7.562654972076416, -3.5938682556152344, 3.1361727714538574, -3.7484676837921143, -0.5018185973167419, -3.709094524383545, -2.7410340309143066, 1.2414371967315674, -7.209125995635986, 1.4981588125228882, -11.691747665405273]",0.27438772,-0.0006717021,"Rangers saddle, no reaction without pain, I got lost Bat-paddled angels scattered, give up the frozen age Televised New England Looks like you're holding it down, yeah It's my challenge, so pardon, see you Father Philippe, the pen of the ancient scholar Demonstrates and maintains its shock point React now",6.7,0.9,5.9,1.14,
763,45.03487528344671,109.9567819148936,1673.5706282219885,0.037835314151521,"[0.3699706196784973, 0.28924426436424255, 0.41491830348968506, 0.3484399914741516, 0.4580916166305542, 0.2798243761062622, 0.3430998921394348, 0.3458325266838074, 0.3507133722305298, 0.48094600439071655, 0.38359031081199646, 0.4777062237262726]","[-169.20541381835938, 186.28939819335938, -23.896276473999023, 21.815032958984375, 1.8454407453536987, 23.377262115478516, -17.372438430786133, -2.127443552017212, -7.380941390991211, -8.641986846923828, -3.9159507751464844, -3.7642126083374023, 0.1518871933221817, -4.51379919052124, -0.7664029002189636, -6.048539161682129, -1.724730372428894, -4.696521282196045, -2.3992531299591064, -3.4882373809814453]",0.15787132,3.7118647e-05,,3.5,1.43,5.5,1.36,
764,45.0609977324263,172.265625,2445.0468870571995,0.0509497963356517,"[0.48362934589385986, 0.4887201189994812, 0.47654595971107483, 0.501595139503479, 0.7320766448974609, 0.6179671287536621, 0.4948916435241699, 0.4156503677368164, 0.47831180691719055, 0.49777692556381226, 0.43977415561676025, 0.5257593989372253]","[-124.71646118164062, 151.28216552734375, -30.624000549316406, 59.83349609375, -6.195900917053223, 34.49405288696289, -11.264724731445312, 13.56122875213623, 0.7569469809532166, 0.45739156007766724, 12.041341781616211, 4.193159103393555, 5.032572269439697, -0.9597404599189758, 5.999667167663574, -0.8890885710716248, 0.6287100315093994, -3.953383684158325, -1.0552958250045776, -2.2737646102905273]",0.2168434,2.3394323e-06,Summer behind gloomy clouds At the top of the roof of the house And a great deal too much of rain Is coming down And now,6.3,1.62,7.5,0.92,
767,45.0609977324263,120.18531976744184,2816.4276351928893,0.0700198079678645,"[0.3634411096572876, 0.5024724006652832, 0.46969789266586304, 0.364782452583313, 0.4385281205177307, 0.4160395860671997, 0.46572145819664, 0.38949111104011536, 0.3517661690711975, 0.40434831380844116, 0.42526715993881226, 0.43118521571159363]","[-286.7729187011719, 105.98245239257812, -39.1378059387207, 11.736865997314453, -5.697120666503906, 23.68303108215332, -11.638094902038574, -2.8664116859436035, -4.352522373199463, 3.6326792240142822, -8.27039909362793, -9.321097373962402, -6.522074222564697, -4.658485412597656, 1.1860185861587524, -5.580221652984619, -1.4436317682266235, -3.9692139625549316, 2.0143957138061523, 1.782637119293213]",0.05762923,-9.330322e-05,,5.2,1.25,6.5,0.5,
769,45.03487528344671,114.84375,2401.035828360531,0.0691525330707012,"[0.45513999462127686, 0.3823298513889313, 0.33035993576049805, 0.29691362380981445, 0.29381421208381653, 0.31351664662361145, 0.3399704694747925, 0.334487646818161, 0.36219632625579834, 0.4833267629146576, 0.498850017786026, 0.4680340588092804]","[-160.54132080078125, 152.40155029296875, -53.105220794677734, 21.584829330444336, 15.231477737426758, 2.630814552307129, -19.674072265625, 2.3213491439819336, -11.464415550231934, 3.428818464279175, -2.085498571395874, -0.2955491840839386, -4.150288105010986, -2.899885892868042, 5.431302547454834, 2.362175703048706, 3.4215211868286133, 2.721074104309082, 9.140874862670898, 0.7915188074111938]",0.1729602,-2.0610367e-05,"Hey baby, look at me, and look at you. We both look great, and so do you. Let's boogie down to the ground. Ne ne ne ne ne ne ne ne ne ne ne ne ne ne ne. Chaos Chaos Gigas! Boogie, boogie, boogie. I mean boogie, boogie, boogie. May 1, go game! Ne ne ne ne ne ne ne ne ne ne. Hey baby, let's boogie, boogie, boogie. Chaos",6.2,1.66,5.0,2.05,
773,45.0609977324263,51.6796875,1044.2919799650597,0.0232761231726558,"[0.6999672055244446, 0.7045920491218567, 0.5659790635108948, 0.4840056300163269, 0.45539751648902893, 0.4998127222061157, 0.4742487967014313, 0.4263226389884949, 0.4438720643520355, 0.4565775990486145, 0.5172392129898071, 0.5831815004348755]","[-277.1577453613281, 198.0504913330078, -0.4777206778526306, 44.59102249145508, 29.630353927612305, 1.0517983436584473, 13.810523986816406, 15.440472602844238, -4.832304000854492, -5.805811405181885, 7.56896448135376, -1.5563818216323853, -0.17874181270599365, 1.1289868354797363, -4.380586624145508, -3.2305023670196533, -3.2083280086517334, 0.630126953125, 1.991047978401184, -1.2699625492095947]",0.12480586,1.7182671e-06,"I said no, there ain't enough time. So if you're ready to hit it, you better make it a clean, clean stage, right? Cause I won't be there to hide the fact that I'm alive.",4.5,1.75,4.7,2.0,
775,45.03487528344671,99.38401442307692,877.3546631556238,0.0159048270736658,"[0.5961032509803772, 0.5832881331443787, 0.6463846564292908, 0.6302154660224915, 0.741376519203186, 0.4845762252807617, 0.4458529055118561, 0.7223377823829651, 0.517675518989563, 0.4146254062652588, 0.42453473806381226, 0.5183524489402771]","[-290.72613525390625, 180.2112274169922, 45.89617156982422, 23.783742904663086, 27.971275329589844, 16.755386352539062, -2.193547248840332, 3.8343653678894043, -0.4801645576953888, -1.663615345954895, 0.631320059299469, 9.496212005615234, 11.646946907043457, 8.20859146118164, 3.8709557056427, 1.220656394958496, 3.1248722076416016, -0.5006322264671326, -2.014537811279297, -1.8263455629348755]",0.14450227,-6.6633993e-06,you Thank you.,3.7,1.55,4.4,1.5,
776,45.0609977324263,135.99917763157896,2384.269605510829,0.0535525794129958,"[0.2136826366186142, 0.2966102361679077, 0.5254284143447876, 0.3065962791442871, 0.2679685354232788, 0.36949771642684937, 0.626448929309845, 0.3100983500480652, 0.2054283618927002, 0.4164411425590515, 0.21112200617790222, 0.2147873342037201]","[-188.37332153320312, 170.09402465820312, -10.720526695251465, 21.405811309814453, -33.972904205322266, 22.208221435546875, -18.759986877441406, 5.830691814422607, -15.873412132263184, 1.1126925945281982, -7.845944404602051, 1.1918195486068726, -4.717416763305664, 6.192028045654297, -5.887470245361328, -3.7812838554382324, -1.8070435523986816, -6.336615562438965, 7.3662848472595215, -4.853662490844727]",0.10021002,-1.230336e-05,© transcript Emily Beynon © transcript Emily Beynon,3.5,1.75,4.5,2.2, Happy
777,45.0609977324263,191.40625,2005.3371564848512,0.0369510169129958,"[0.39880603551864624, 0.36890560388565063, 0.42120811343193054, 0.4485716223716736, 0.45814159512519836, 0.4756300151348114, 0.5003911852836609, 0.5185760855674744, 0.5154975652694702, 0.5167475938796997, 0.450759619474411, 0.4644707441329956]","[-127.13594818115234, 158.3319549560547, -21.33108139038086, 50.481597900390625, -9.019237518310547, 15.624042510986328, 1.230865716934204, 16.990142822265625, 2.0845260620117188, 7.692009925842285, 8.522019386291504, -0.27731043100357056, 1.8279154300689697, -2.7919528484344482, -3.8054091930389404, -2.0411429405212402, -0.8352960348129272, -4.775571346282959, -1.4576725959777832, -3.8122963905334473]",0.2849321,-8.504311e-07,"Oh, shout and shout and go tires, they just don't begin. Oh, no, begin. Oh, no, a little too fast. Oh, no, begin, begin. A little too, no one knows how you sleep at night. Always in a fight, but you look all right. No one knows. Go too slow, go too slow, go.",6.2,2.14,5.1,2.17, Anger
779,45.0609977324263,97.50884433962264,832.4784777527809,0.0138584079968444,"[0.40934157371520996, 0.5590419769287109, 0.6491824388504028, 0.5205531120300293, 0.36624836921691895, 0.3858320713043213, 0.29834693670272827, 0.2674863934516907, 0.2960892617702484, 0.33058667182922363, 0.28091946244239807, 0.3021404445171356]","[-313.49542236328125, 157.4525604248047, 76.67657470703125, 36.75465393066406, 18.5811824798584, 28.813735961914062, 8.455340385437012, 4.320559024810791, -1.720530390739441, 3.385324001312256, 0.1907106190919876, -4.111626625061035, -7.064033508300781, -9.450586318969727, -7.713479042053223, -6.639491081237793, -4.972969055175781, -5.698558807373047, -2.4288415908813477, -2.602299690246582]",0.18619832,-3.7665186e-06,,2.8,1.47,5.3,1.42,
780,45.047777777777775,147.65625,4192.41564039186,0.126739997342824,"[0.4004570245742798, 0.4386318027973175, 0.48784908652305603, 0.35026127099990845, 0.3369695544242859, 0.35211503505706787, 0.29466938972473145, 0.3210524916648865, 0.27053844928741455, 0.36630260944366455, 0.3009965121746063, 0.27300187945365906]","[-210.0429229736328, 99.77525329589844, -23.99481773376465, 52.10740280151367, -30.547409057617188, 26.48216438293457, -21.0997314453125, 9.557880401611328, -10.0767822265625, 9.010854721069336, -7.261124610900879, 3.982844829559326, 4.747028827667236, -0.8756782412528992, 0.9936820268630981, -6.04937744140625, 3.70143461227417, -6.781085014343262, 3.8099887371063232, -4.591230392456055]",0.08888469,-6.1436835e-06,,5.8,1.4,6.2,1.54,
781,45.03487528344671,114.84375,2452.976297657711,0.0552637700599381,"[0.37144073843955994, 0.46882444620132446, 0.37099453806877136, 0.39258360862731934, 0.5414103269577026, 0.38675978779792786, 0.40696948766708374, 0.44479629397392273, 0.6255173087120056, 0.7218908071517944, 0.5195858478546143, 0.3952270746231079]","[-207.26242065429688, 140.7190704345703, -24.37480354309082, 42.181739807128906, 17.596115112304688, 25.518932342529297, -12.145211219787598, 17.73696517944336, -2.3193960189819336, 6.163923263549805, -1.4812257289886475, -4.025147438049316, 3.4477977752685547, 0.9542118310928345, -3.323730230331421, -4.2006072998046875, 0.3990194797515869, -8.797320365905762, 6.493142127990723, -2.330915689468384]",0.105157755,-3.4671966e-06,,4.9,2.02,6.3,2.1,
782,45.0609977324263,114.84375,1978.2002935464104,0.039214569044629,"[0.5754420757293701, 0.5532260537147522, 0.5420469045639038, 0.4702838361263275, 0.4485909640789032, 0.4287501573562622, 0.4526917338371277, 0.5059069991111755, 0.5316681861877441, 0.5646196603775024, 0.5674431324005127, 0.5764952301979065]","[-87.514404296875, 172.30088806152344, -38.39386749267578, 34.67321014404297, -6.173035621643066, 18.849349975585938, -4.813994407653809, 13.91572093963623, 2.1006712913513184, 10.349860191345215, 3.1593546867370605, 2.9254508018493652, 1.2513231039047241, -0.9679151773452759, -0.409661203622818, 0.70057612657547, 3.4199278354644775, -4.6103901863098145, -0.7138580083847046, -3.9603724479675293]",0.29363567,-5.3969598e-06,"He only gives man sustenance, he's not your average man! Where do I go? I'm not going home I'm not going home I'm not going home Where do I go? I met two people in the living half-blade cabin in the seven-acre woods, and you know...",7.2,1.4,4.7,2.45,
784,45.0609977324263,166.70866935483872,4605.987573984766,0.1250139616740726,"[0.3737928569316864, 0.3882755935192108, 0.34000107645988464, 0.3991984724998474, 0.41364991664886475, 0.41776320338249207, 0.5175195336341858, 0.5726885795593262, 0.47377896308898926, 0.36723268032073975, 0.3218807578086853, 0.3043708801269531]","[-265.1493225097656, 102.80009460449219, -12.285730361938477, 47.14128494262695, -24.958864212036133, 34.82297134399414, -31.69419288635254, 14.315762519836426, -17.379926681518555, -1.0412343740463257, -19.04829978942871, 0.28991392254829407, -10.794578552246094, -5.305637359619141, -8.720754623413086, -8.566844940185547, -9.875229835510254, -10.842805862426758, 6.153625011444092, -15.417518615722656]",0.038022928,-7.517809e-07,"Faut y a rime, faut y a peau de farine Faut un pot de la soucre Faut un pot de sucre dans le récit sucre Faut y a peu de sucre dans le récit dur Faut y a peu de sucre dans le récit dur Sous-titres par Jérémy Diaz",4.7,1.68,5.7,1.35, Happy
787,45.03487528344671,117.45383522727272,2669.834737096809,0.0665390514227249,"[0.37278977036476135, 0.4676232635974884, 0.44611844420433044, 0.4254570007324219, 0.3791552782058716, 0.4107571542263031, 0.5327576398849487, 0.4941733181476593, 0.454198956489563, 0.4488551616668701, 0.5503448843955994, 0.444760799407959]","[-48.2976188659668, 159.49761962890625, -52.263084411621094, 59.912452697753906, -17.87181282043457, 19.638729095458984, -11.730195999145508, 4.545062065124512, -7.273655891418457, -3.1571285724639893, -2.005760908126831, -0.8807323575019836, 3.009441375732422, -5.602885723114014, 2.0022664070129395, -3.580216646194458, 0.18653729557991028, -1.8164634704589844, 2.1107559204101562, -2.6008055210113525]",0.28934216,-1.5406904e-06,"See, that you know how to tie it standing Everybody in the world has sketched a way of writing Together we can write the song of a happy new year Everybody in the world has sketched a way of writing Together we can write the song of a happy new year",6.1,1.81,6.3,1.62, Happy
789,45.0609977324263,135.99917763157896,1873.2039848419936,0.0352385106742658,"[0.41545355319976807, 0.34866786003112793, 0.5416797995567322, 0.4313998818397522, 0.357098251581192, 0.3602595925331116, 0.5018625259399414, 0.6696016788482666, 0.5012496709823608, 0.45915117859840393, 0.42113998532295227, 0.4738045334815979]","[-164.82247924804688, 175.2354736328125, -5.31988000869751, 44.00030517578125, -19.63873291015625, 25.485694885253906, -0.6305534839630127, 12.313591957092285, -1.5395718812942505, 1.9514702558517456, -0.37584877014160156, -1.248807668685913, 4.421589374542236, -3.3453855514526367, 3.6373913288116455, -3.784252882003784, -0.23772785067558289, -1.7838644981384277, 0.2855355441570282, -4.356755256652832]",0.18576269,5.3954655e-06,"The sound of another's refrain Tempted by beautiful songs that she sang The children will wake The first light of dawn Mother, oh mother Where has daddy gone? He's gone Gone to another",3.9,2.26,5.2,1.94,
790,45.0609977324263,97.50884433962264,3712.308073199708,0.0778740672092349,"[0.49379050731658936, 0.5259965658187866, 0.5521612167358398, 0.4772628843784332, 0.5073361992835999, 0.5532322525978088, 0.519917905330658, 0.47688886523246765, 0.46447885036468506, 0.5618228316307068, 0.5021715760231018, 0.44760575890541077]","[-22.513734817504883, 135.2109832763672, -39.4150390625, 46.99006271362305, -31.475027084350586, 35.5890007019043, -27.126991271972656, 27.9864444732666, -26.75484275817871, 17.998746871948242, -14.43006706237793, 9.164836883544922, -7.588030815124512, -0.4770359396934509, -1.2102597951889038, -1.528262734413147, 1.2694315910339355, -5.6274309158325195, 4.1179094314575195, -8.042736053466797]",0.28491172,-2.698867e-05,,7.2,1.25,5.4,1.43,
791,45.0609977324263,103.359375,786.262434961362,0.0224277313562596,"[0.2486894577741623, 0.4343458116054535, 0.3113846778869629, 0.2789660692214966, 0.21355532109737396, 0.27577728033065796, 0.4725720286369324, 0.3913049101829529, 0.4182220697402954, 0.34174844622612, 0.3332858681678772, 0.21954190731048584]","[-433.12164306640625, 221.6396942138672, 9.740428924560547, -15.783791542053223, 21.79514503479004, 6.91893196105957, -6.7171831130981445, -5.092376708984375, -7.990400791168213, -6.274686336517334, -4.947614669799805, -8.32384967803955, -8.339025497436523, -7.810258388519287, -8.295960426330566, -6.3523640632629395, -3.863318920135498, -2.346989393234253, -2.2699036598205566, -3.866365671157837]",0.023289105,3.5226762e-07,,2.7,1.27,4.6,1.69, Happy
794,45.0609977324263,120.18531976744184,933.3314542669816,0.0323388847968186,"[0.5601872801780701, 0.36177292466163635, 0.5406630635261536, 0.320984423160553, 0.4718773663043976, 0.2432519942522049, 0.12777431309223175, 0.4177629351615906, 0.2345489263534546, 0.20908622443675995, 0.16085155308246613, 0.3365173041820526]","[-282.2337341308594, 238.54556274414062, -11.896717071533203, -36.613346099853516, 8.315950393676758, -12.677253723144531, -22.934539794921875, -11.705053329467773, -16.980195999145508, -15.295486450195312, -5.005410671234131, -7.760298728942871, -8.915599822998047, -0.6039084792137146, -1.15769624710083, -9.380674362182617, -10.74355411529541, -8.702215194702148, -8.182044982910156, -5.594922065734863]",0.11003362,-3.8092065e-07,you you,2.5,1.02,4.2,1.08,
795,45.0609977324263,86.1328125,719.7900635394783,0.0171431748293405,"[0.41894257068634033, 0.44775208830833435, 0.27460262179374695, 0.2402154952287674, 0.3172122836112976, 0.41781431436538696, 0.4623578190803528, 0.39929908514022827, 0.4552949070930481, 0.5679808259010315, 0.5820913314819336, 0.42930302023887634]","[-373.2462463378906, 160.36508178710938, 59.68781280517578, 19.851789474487305, 16.732431411743164, 10.234789848327637, -3.184492588043213, -10.982152938842773, -5.4351420402526855, 2.256084680557251, 3.8882157802581787, 3.000580310821533, 1.3747990131378174, -0.26709654927253723, -0.7199059128761292, -0.9275104999542236, -0.9835547804832458, -0.10562626272439957, 0.5740020275115967, 0.09358635544776917]",0.052080948,-5.3911126e-06,Takk for ating mediet. Thank you for watching.,2.2,0.98,3.5,1.12,
