id,transcription
790,
791,
794,you you
795,Takk for ating mediet. Thank you for watching.
796,Wanna pretend I don't Not to have a girl I can't seem to be alone I'm possessed Soul satosis Don't think it's all me Don't think it's fun at all Soul satosis Slip through
797,Sampai jumpa di video selanjutnya. Terima kasih telah menonton
798,Thank you.
799,Thank you.
800,"Qu'est-ce que... 5, 90, 180 débris. Fais-moi confiance."
801,
804,
805,
806,"I like to wake, but he always tries to hold me back I can't wait, I can't wait, I can't wait anymore I wanna tear all the wrapping up the presents, baby And eat all the chocolates off the tree Come and dance around the living room table Start Christmas Day with me I won't spoil all the fun now I said I'd sit tight But I'm just too excited Sat in the glow of the fairy lights Now I'm creeping and crawling back upstairs Quietly Why don't we"
807,Thank you.
808,🎵 🎵 🎵 🎵 🎵
810,
811,
813,"I'm so out of you, baby, half will be enough I'm so out of you, honey, it makes me feel like you're full, too I'm far from your loving until I lose my breath I spend most of my life now dreaming dreams about you I spend most of my life now dreaming, baby, of you"
814,
815,
818,
819,
820,
823,"I do want it, I do want it and a little more. Was it weird when I saw y'all saying that you would always complain? I'm pointing somewhere else at everyone. And if you share with Karen, create a brand new joy. Then this moment was worthwhile. I do want it."
824,Teksting av Nicolai Winther Teksting av Nicolai Winther
825,
826,"Tomorrow same time again The conductor Is still stuck on the line But if I Could save you any time Come on, give it to me I'll keep it With mine"
829,
830,you you
831,
833,
834,in the real world but even more clicky awkward and absurd and when a vision of dirt turns to me And questions why I came There is no definite answer Just anger of my persistent fucking shame I can't seem to fit it anywhere Even these freaks and now they stare
836,"If I could only find a way back to you. Yeah, back to you. Back to you."
839,
841,"Nicotine, nicotine, oh Nicotine, nicotine, yeah, yeah A bit too late for double teaming, she said When all the while, I was just dreaming When all the while, I was just dreaming"
844,
845,you you
846,"Rather walking, it's just the wind Who are we to judge? Who are we to judge? Who are we to judge? Who are we to judge?"
848,Звучить музика Звучить музика
850,"Girls meet boys and lots of hugging and kissing Under the golden moon that shines a silver light Oh, I'd like to be one of them But I'm like a wandering sheep, a wandering sheep On this island with no one to love me With no one to kiss me That's why I say Someone please take my hand and let's go"
851,Rachel! Rachel! Rachel!
852,
854,laid on a cross the railroad tracks with you sure think it is true you burst you burst into my soul you crash all the fragile things that I polish each night that I polish and worship each night you lick you lick the cream off my skin you rub the steam off my brim so godly frail I'm floating in soap and water for you I
855,I got it. Three. No. One. Next. Three. Yellow. Red. Yellow. Red. Yellow. Three. No. I think that's the end of the tune then. Very good tune. There you go. What's that called? .
856,I know that he's a stand-up guy But that's none of my concern We've all been in one situation or another It's my turn To be the other man No one sympathizes When you're the other man That everyone despises He's gonna find out that the rumors are true Though they are still a mean-o But you will find out soon
857,"Pull the trigger and see your shadow laughing. Transatlantic, there's no one there. It's no cold comfort with your conscious calling. X likes the eyes, CC rider riding. From the morning tide to the far horizon. Sake, sake the wolves and hope it don't get ugly. Your trick pony, he don't know me, he don't know me at all."
858,
859,
860,¡Gracias! ¡Gracias!
863,"Well, there's end in waiting Fast moves, things is good, they never last Faces floating by me alone I'll try to find my own way home And can you give me back my friends? Can you give me their excuse? I'm no one trying to pretend Now I'm not just like all of them I don't think it's any use"
864,
865,Our last goodbye Though he haunts my head It's like he always does Always said I'm not a liar A bad No
866,おやすみなさいバニーちゃんバニーちゃんバニーちゃんバニーバニーバニーちゃんココチャプヨンピピチャプヨン
867,"Eu penso em você, onde está agora? Vem me beijar, sente o amor, me namora. Amor, amor. Amor, meu amor. Quero estar no teu caminho, dividir o mesmo ninho, e deitar sobre o teu corpo e por termos nos amar."
869,
871,
872,
873,
874,"I knew that'd be the day, but I just didn't know the date. Looking out my window, you just wouldn't go away. I'm not one who hates, but I know this has got to change. Wake up every morning, all I feel is fear and shame. You don't have to pay me, no, no, no. Why you gotta blame me, no, no, no."
876,
879,Luwwe Sotha Robes Robes Future
880,
882,Thank you.
884,Terima kasih telah menonton!
886,
887,Sampai jumpa di video selanjutnya. Terima kasih telah menonton.
889,ヘイ!ヘイ!ヘイ!ヘイ!
890,
891,
892,"Same way I am at home, same way you guys see me, that's how I am in public. Same way I'm in front of my father, you know, or our father. The only thing I can tell you is, if it's hurting you that much, then forgive me that it's hurting you. But at the same time, I'm here to speak the truth, and love, and to speak the truth. If you don't receive it, that's up to you. I'm here, my only thing is just to get you guys in, and to speak to you guys whatever needs to be spoken, or that other people don't want to hear. Like I said."
893,Thank you.
897,Takk for at du så med. Tack for at du så med.
898,
899,
902,"Da questo suono già, te ne sei ragionita e bozzonai, bocca di te mezzo che non la scurtai, bocca ci sei di su chi ti può ammarrai, che sei sostentoso, arrennecoso, bello su coso, caldo e sovarroso, che sa di me sogo, bisi su uovo, niente che grogo, tu a capo regrogo, ma sa differenza e si bella te dimmi, tu mi dimmi, porta a porta calonimi, venni dei mimmi, te uno che pochini, mi prendi su me giocando a parlami di aprini, so che metti il seu, so sempre il teu, ma tu non vuoi, tu non scetti, c'è il tuo greu, che è il tuo greu, caldo se al reu, cosa c'è che mi faccia cantare tipo un cucueu?"
903,
904,Thank you. I do.
908,
909,Aaaaaaaaaaah! Exotica! Enter the world of exotica! Be a disciple of exotica! Exotica!
910,
911,"Power of pride and power, talent, tusk and claw. Oh, hear the call, good hunting all, the geek, the jungle, the hall. A dully up from the pond in the wood where the wild deer stop. A wolf stole that, stole that to carry the word to the path. Feet in the jungle that leave no mark, I see in the dark bark. We saw, we found, we lay on his track. Anger is the end of fear, only lidless eyes are clear."
913,you you
915,
921,
924,"Are you strange too? The word is strange. Now listen to the melody. Maybe it come from me, darling."
925,¶¶ ¶¶ ¶¶ ¶¶ ¶¶
926,
928,Thank you.
931,
932,Into the room Watching all the lights Slowly fade from view Couldn't even talk What could you say? Every thought Racing away You won't see ending I know I know I know
934,I'm in our prime Well you couldn't entertain that at all I suggest you throw your telephone away Be that mask Be that mask you wear in your play I'll wake down your energized To make an impression I would like my soul to entertain Come on
936,"Feel nothing strange, but you're afraid of me. Sometimes time to ramble through and through, but I don't rob a booth. And we protect you from stormy gladness. For all the time I spent with you since we first met. I'm no longer here to fall."
938,"Better place, better place. Thank you."
939,"I am walking and keep walking for all my life. I've been here, I've been there, and who but me, who of someone else cares? From the left to the right, from the right to the left, I put myself on sorrow and I was happy for myself. There was rain inside, there was fire in the air, I was walking through all this, until I met who I met. It said that I should stop of walking with no thought, and there was this voice in my head saying that I should keep ahead. You should go on, I can't go on. You should go on, I can't go on. You should go on, I can't go on. I should go on, I can't go on. I should go on, I can't go on."
941,"Get off me, baby. Get off me, baby. Get off me, baby."
942,
944,"Now, hey girl, what's underneath the shirt? Hey girls, that night. Hey girl, what's happening in my life that I have lived? So what's the matter with loving? Something you never saw. I think I'm off the deep end. I think I'm ready now. Hey girl, what's underneath the shirt? Hey girl, that night. Hey girl, what's happening in my life?"
945,
949,
952,
954,
955,The signs tell me it's okay But I'm not sure I like it this way Our swollen souls seem to match But my
956,
957,
958,
959,
960,
961,you you
962,"My mother said, You know the law. I have a spirit. I see all the ghosts. I'm for these bloody lies. I'm for these bloody lies. I'm for these bloody lies. I'm for these bloody lies. I'm for these bloody lies. I'm for these bloody lies."
964,"Run to the back end side by side On a D-Dot website, try to hide Shield myself from do-biddy-sitter My only refuge is a girl so pretty I know, I see This ain't the life for me This ain't the life Well, I know, I see This ain't the life for me This ain't the life Drift around in Detroit City Drift around in Detroit City"
967,and they were blue and you had a weird monkey there with you and he panted his and tipped his hat and he turned around with a grin so fast and he was me all I could do is think of you the beautiful how beautiful what beautiful you and though there was no place to hide I was so in love in
968,
970,you you
973,"Thank you. You do me good. I will do you good. Yes, I will. Holding me close. So let me go. But you let me go."
974,Won't you send me? I'm sorry.
976,Thank you.
977,
978,Oh Oh
979,"Peril Join the ancient Yuletide carol Fa la la la la, fa la la la la, fa la la See the blazing Yule before us Strike the harp and join the chorus Follow me in merry measure While I tell of Yuletide treasure Fa la la la la, fa la la la la, fa la la la la"
980,Thank you. I'll believe you if you've done a thing wrong. You've nothing to fear. Start from the beginning with all the details.
981,
983,
985,"You know you go, you don't gotta worry now Waste as child, born so wild Don't I know you better than the rest All deception, all deception, bro"
986,"Oh, oh, oh, oh, girl. Oh, girl."
987,"Dammit, after you get done Blanket site street destruction Play and hit and run And you hit, hit, hit And you hit, hit, hit And you hit, hit, hit And you hit, hit, hit"
988,
989,I can't. I can't. I can't.
990,"Areas de plastilina, tiempo de echar a correr. Puede ser que pasó el tranvía. Puede que no sea tarde todavía. Hacía poco de lo que quería sumergir."
991,in habit ready lift ready go the start of the traveling slow it's easy to blame any baggage move away if you have to return home and I'll have you move away if you have to
993,
994,Oh my God. Oh my God.
995,"Devrais avoir honte de toi, car vraiment trop de fois, car vraiment trop de fois, tu m'as laissé tomber. Tu m'as laissé tomber. Tu devrais avoir honte de toi, car vraiment trop de fois, car vraiment trop de fois, tu m'as laissé sans toi. Tu m'as laissé sans toi. Tu devrais avoir honte de toi."
996,
997,Thank you.
999,you you
1000,"Pills that make you sleep through the night Don't wanna talk about it By the way, got you surrounded Hesitate, and they'll come around By the way, got you surrounded Hesitate Oh no, a bridge is different when you're driving alone That icy feeling like your blood's running cold And it's not so magic when there's nowhere to go, nowhere to go Alright"
1001,"Have you seen my anchor boy? He flew south, he said he had no choice Went to where the good news flows Like the bad news flows down here Have you seen my wartime gal? She had a baby and she shut you out Went to where the good boys run Like the bad boys run round here I know you're a weatherman"
1002,"Well, I track you like a wolf Smells blood in the snow I don't need to see your footsteps I know the places that you go Yes, I know I know the places that you go Well, I know You love a"
1003,"It may not count your blessing and connect your dial. Cold rain, wind of pain, hand me down my ball and chain. Cornbread, shave your head, don't care what your doctor say. And he said, my, my, my, my, my, my, my, my, my, my, my, my. Oh. Tough grime, stitching time, penny for your thought, can't spare a dime. Help dime."
1004,Got here by accident But found
1005,The time is now approaching. Thank you.
1006,"I had such a view on branches and an empty playground. The window saved me. I had such a view on branches and an empty playground. From above, looking out. From above, I said, looking down. From above, looking down. I said, from above, looking down. They couldn't get me, the mean boy."
1007,"I am good enough they say When I think of love and blame But how can I be myself If I don't have a spirit, a surface, a face Without faces showing my mood Without spirit filling me The human is not good enough, no The human is human Baby, I'm no one's, I'm no one's, I'm no one's baby, baby"
1008,"I'm starving, baby. And then the next big thing is going to be, I'll be you and you'll be me. And then the next big thing is going to be everything, everything. So come on. Have you heard the news? What's the new cool? What's the new cool? Oh, come on. What have you got to lose? What's the new cool? What's the new cool? And then the next big thing is going to be a tenderness to the extreme. And the next big thing is going to be moms instead of rock stars. And then the next big thing."
1009,"Baby, please don't go. Baby, please don't go. Baby, please don't go and leave me here. You know it's cold out here. Baby, I'm way down here. You know I'm way down here. Baby, I'm way down here on old Parchman's farm. Baby, please don't go. You know it's cold out here. Baby, it's cold out here. Baby, it's cold out here on old Parchman's farm. Baby, please don't go. Baby, please don't go."
1010,"We're just going to do a verse, just a verse on one of the singles that we got on it, and we call it Bad Trip. Come on. This is the Room of Attention. Oops."
1011,
1012,"Say will Baltimore Raven fly up so high? Say will Baltimore Raven will fly, fly, fly? Say will Baltimore Raven will tear up, tear up the sky? Yeah, fly so high in the sky."
1013,好好
1014,I woke up this morning My sweet man could not be found So I'm going down to the river Into it I'm gonna jump I can't keep from worrying Cause I'm down in the dumps I can't keep from worrying
1015,🎵 🎵
1016,"Oh, heal my body. Oh, was left with In what person's way?"
1017,
1018,
1019,
1020,"my heart to you, I will fall. Magic, magic, oh please be a fruitful lie. Oh, oh, oh. You and I."
1021,
1022,"Making noise, a warning Oh, jingle, oh, jangle, a boot trot She's known how to It's the new age of sirens calling Mm-hmm Hope, love, dreamers, the ones with trance like ours Sadness Clowing their way hesitantly, knowing it is a suicide mission With sighs, they all agree it's the only way So they call, so they draw, they stomp and sing Parading the new old beat"
1023,"My demons and angels are on the same side. And you know where I lie. Death is not my home. Oh, for long shall I roam."
1024,"down on a long white table so sweet, so cold so fair let her go let her go, God bless her where else she may be she can look this wide world over she'll never find a sweet man like me when I die I want you to dress me in my straight leg shoes put a box-back coat and a Stetson hat put a twenty-dollar gold piece on the wall chain so the boys will know I die standing high"
1025,"He was a fighting, fighting swammer. He was a very stout young man. He went from flying up to headache. He went straight from the triumphant. He was a fighting, swimming, old fat boy. He used to think that dancing twice. His name was Alan Willie Deer. His critics were very nice. Oh, he ate a lot of rice. That Willie B."
1026,"Oh, we all have our bad days But if you come to know me And if I take you into my family You know that for all of eternity If you need anything, anything"
1027,Thank you. We get this expression And all of a sudden The same moments We've made the impression And all of a sudden
1028,
1029,"I gotta find me my dead, dead back home. Yeah, well, I'm moving through the forest. Got my paw up. We'll get some, someone to get it up. Yeah, there's a big old bear. Yeah, it just moves through the forest. Yeah, well, when the sun comes up. Well, now, well."
1030,"You see no light change me The night bring me to see That just who looked I fall Cause if we fall We never rise to death We, we, we, we"
1031,
1032,God Given gifts to the sellers of the skies Swing down sweet horizon line Lowly cradle the melody divine Encapsulate the human crime Against nature we find our time We release our sexual yawn In
1033,"That shed those locks that are traveling sweetly, surrender of your body. This whole world's undressed by our eyes and discovery through eyes and their gifts. Through eyes and their gifts. Through eyes and their gifts. Through eyes and their gifts."
1034,
1035,Thank you.
1036,Amen. Amen.
1037,"Poetry is good to me. Words come so easily. She's a bitch, man. That same old itch still stings and burns. And burns inside me through scars and tears. Through waxy ears. Through endless whiskers, endless wine and beers. Distorted by my jaundiced eye. Distorted by bad memories. And present fears all scare you. All with, all bluff, no cliff. All hand, no eye. All full of spliff. No dice, no games, no..."
1038,"Now, come into my parlor, said the other spider. How, said spider? I'm just a spider, ain't no fly. Oh, I'll be climbing walls forever. I don't know even whether I'll be stuck down here until I die. Oh no, please cut back here, said spider too. Now I'm so lonely. Climb this thread that I have lowered in your way. Hey, lonely, said the spider. You're a spider. We are lonely. I don't trust your thread to hold me anyway. And so the spider scuttled to the opposite far corner, where a new and shining web..."
1039,"Spellbound, spellbound Spellbound Spellbound"
1040,"The raging storm is over, the wind has ceased to mow, the veins have stopped, the pen has dropped, and I'm on my way, my way back home. Oh, all the rain's gone. The storm's over now, I'm on my way home. Feel the summer coming, feel it in your bones, feel that summer come, babe, on your way, way back home. Oh, all the rain's gone. The storm's over now, I'm on my way home."
1041,"Why don't you play it? It feels the same. Why don't you say it? Such a shame. You feel the way you do. You take no blame. No one touches you. You can't lose what you never had. You can't choose your mum and dad. Talking about me, talking about you. But you don't listen. You never do what you wanna do. Didn't do what I'm going to. Run away, never come back. That's what I say. Everything turns black. Well, what is..."
1042,too won't you please it's like i'm riding down a highway but i'm in the breakdown lane you got my heart pumping high just running through my veins it's taking everything i got to not be stopping your time and if you only say the word oh babe i laid a hammer down i come for you wild and blue because i'm just wild about you and on my knees jenny dear have i made myself clear i ain't come here just for hacking around
1043,But all the beautiful crops still went to the mortgage man's. And little by little the man has saved it.
1044,Sky is still. Sky is still.
1045,
1046,"smelling sweet. Oh, someday, someday, someday soon. Oh, someday, everyone in this room. Oh, someday, someday, they will see. Oh, someday, gonna make all of you love me."
1047,
1048,"No, no, no, no, no, no, no, no, no. That a woman shall not, a woman shall not. That a woman shall not forget not this, but for the better and better. No, no, no, no, no, no, no. No, no, no, no, no, no, no. That a woman shall not."
1049,"Hey, yo, you look good. Hey, yo, you look so good. I wanna fuck you. Hey, girl, you look so good. Hey, girl, you look so good. Hey, girl, you look so good. I wanna fuck you. We'd gear ourselves to nothing. We'd gear ourselves to nothing. So fuck me, fuck me, baby. So fuck me, fuck me, baby. We'd gear ourselves to nothing. We feel ourselves! Hey girl you look so good! Hey girl! You look so good! Hey girl, you look so good! Hey girl you look so good! Hey girl, you look so good!"
1050,woman told me go ahead do my job he didn't man you know they really gonna like your soul hey call us the family you're going to have to have oh call us the family you're going to have to have and when we get over there they're gonna know who i am hey call us the family you're going to have to have oh call us the family you're going to have to have and when we get over there they're gonna know who i am
1051,"Jangan lupa like, share, dan subscribe. Terima kasih telah menonton."
1052,you you
1053,Breathe. Our hands are coming to each other. Breathe. Oh yeah. Breathe. Breathe. We're coming home. Yeah. Breathe.
1054,You gotta be a lover. And no lies. And no pride. And no lies. And no cries.
1055,"I want you, I want you, I want you No, no, no, no, no Text you later, are you ready? I don't need love Text you later, are you ready? I don't need love I want you, I want you No, no, no, no, no Text you later, are you ready? I don't need love Text you later, are you ready?"
1056,"We learn to deal with the dark and slight. Hey, we're frozen souls. We learn to deal with the dark and slight."
1057,"Skyscrapin' water down Drown is melting fire up You need a shelter All you need is shelter, yeah Between sky and the ground Shelter, yeah Between sky and the ground, yeah"
1058,"Coming on in for the night, yeah. Long on death's way, oh. From distance far away, yeah. I see nothing. Fear of throwing my body, and turning me into a whisper, which comes with me into nowhere. Call me an infinite eye, yeah."
1059,"All the time on the world, something will come Soon enough, where the light will fall On you, yeah, yeah, oh yeah On you Look behind your eyes, something true, something nice Hit the sky by your voice, softly and louder"
1060,"A million different lights shine again Lips in mini-scars and white cocaine Kiss me again, kiss me again Give me love, I'm ready to mix in To mix in, oh to mix in To mix in, to mix in, to mix in Oh, oh Tyson baby, do you feel my love? Don't speak no matter baby, who I am Let's go, kiss me for the hardest song Okay, bye, listen again"
1061,she's sweet and tough she like shake that money maker she's modest yes she's a red hot motivator she's sweet and tough she like shake that money maker she's modest yes she's modest yes she's modest yes she's modest yes
1062,"Come on, let him treat me right. He gives me fever. Well, no one knows how much I love you. No one knows how much I care. When you put your arms around me, I get a fever. That's too hard to bear. You give me fever. When you kiss me, fever. When you hold me tight. Fever. In the morning, fever on. Through the night, you give me fever. Sunlight of the day, sound moonlight."
1063,
1064,"Let me be your love, I see. Let me be your dawn. Let me be your love, I see. Let me be your love, I see."
1065,
1066,I can get to do when it comes over us. I can get to do when it comes over us.
1067,A little bruise from all the rough play. So to touch. Feeling wrong. Just going to sit here for a while. No reason to explain. It crept up and made its home. Outlived its stay.
1068,Joy couldn't be found without you. Silence wouldn't miss your sound without you. My feet couldn't leave the ground without you. Without you. Every day I search for something true. Looking closely for the way that would lead me somewhere new. To help me know how to grow. And how to show the love I have for you.
1069,I hurt you. I hurt me. I hurt you. I hurt you.
1070,
1071,Takk. Tackk.
1072,"There's no need to run, and no need to hide, But this will go just the way we've run all night. Huh. It's 12 o'clock and I'm ready to go, Typically, my motion looks loco. Yo, where's all my drunkses at? Wait, why does it smell like a monster's head? What the fuck's going on in here? Hey, this doesn't taste like beer, Lime and juice, slime and ooze, Boozy, enthusiastic, spastic, Everybody's dancing fantastic, But those tits look like plastic. Hey, Mrs. Frankenstein, wake up, Makeup doesn't make you look that fine. Your hair is scaring me, cut it off, girl, And I guarantee, All the other vampires in the place to be Are gonna wanna dance with me."
1073,"It's like sunshine going through cloudy days. Warm to my skin, but never blind from the haze. Every day with you has sunshine, baby. Blue skies ahead, God is saying to me, don't."
1074,"turn you on. This one is strictly for the ladies, hot ladies. This part is supposed to turn you on. This one is strictly for the ladies, hot ladies. This part is supposed to turn you on. Mother of my life... Mrs. Twist clubうわ Mrs. Twist club UUAH"
1075,"He just looks right at you while squeezing out the biggest shit He asks you for a light, you go back inside while the guy takes another hit He goes one for the money, two for the money, three for the money, and four for the money Wasn't ever about anything but the money, hip-hopping more commercial than the Easter Bunny Let's rock, you don't stop, make your fat asses go pop, lock and drop What the fuck is up and up and track you be? I'm the Uber, YouTuber, Doogie Howser, German Schnauzer, Schnitzel, Straganoff, Hath, Hath, Hasselhoff, Muzzletoff, Molotoff, Cocktail, Pot, Whale Better go home and inhale that stuff that you like to But nobody knows"
1076,When you once met the Alison atom. Tom was always hungover and itchy Would always let you wear scrunchies Tell all love on haunts üç each As el That is juice Thank you for watching.
1077,"Roy, line, you keep saying, what's this, yo, girl, don't you know it's disco? Now, would you be so kind and spin like you're real wind and shake those tight-ass gym pants and show me those AM plants. Bow to the wilds of the Yippee-Yoyay, and boy, you and Dracky are here to stay. Thank you."
1078,I feel good side Thank you.
1079,"my man i'm going down to the bus stop i'm going down to the bus stop I'm going down to the bus stop to see my man. And we'll be getting there. On, on, on, on, on. Woo! And I'm about to go to the bus stop, baby. And we're looking for a man. Woo! Let's stop. She's a shabby. She's a shabby."
1080,
1081,I don't want to hear. Kill the messenger. God not in fear. Kill the messenger. I don't want to see. Kill the messenger. Let me be. Kill the messenger. Kill the messenger. Kill the messenger.
1082,
1083,"Say he wants to raise his bird, but he will not make us crazy like he. Hey, over there. Is that a boy or a monkey in a t-shirt? I know it's just an orb that blows in the wind. What is the difference between animals and men? What is the difference between music artists and men? Hey, watch this, men."
1084,"The reason that I care so much, there is something special. Whoa. Now you can't keep running away, baby. Because there ain't nowhere you could ever truly hide. Would you rather live pretend? Believing you can win and so you end up crying every single night. When will you open up your eyes?"
1085,
1086,"Hose, hose you. Hose you, hose you. King Kong."
1087,"Пудры, духов и помад Есть фотографии юного мальчика Ощемит мне сердце загадочный взгляд На моем столике в маленькой спальне Среди пудры, духов и помад Этот таблец запал мне в душу И подставил свой чистенький зад Я буду жить, я хочу церковь Подписывайтесь на мой канал И смотрите мои другие видео Подписывайтесь на мой канал И смотрите мои другие видео"
1088,
1089,
1090,"У нас с тобой, у нас с тобой, Наш коллективческая любовь. Если я, если ты, если он, И они, звездная ночь, звездная ночь, звездная ночь."
1091,"Ты есть, блять, и я тебя буду ебать! Ты есть, блять, и я тебя буду ебать! Через две недели звонишь ты мне, говоришь..."
1092,Субтитры сделал DimaTorzok Субтитры сделал DimaTorzok
1093,Кто такой Штрек? Кто такой Штрек? Кто такой Штрек? Кто такой Штрек? Кто такой Штрек? Кто такой Штрек? Кто такой Штрек? Субтитры сделал DimaTorzok
1094,you you
1095,
1096,
1097,
1098,
1099,
1100,
1101,
1102,Undertexter av Nicolai Winther
1103,
1104,
1105,
1106,Teksting av Nicolai Winther Teksting av Nicolai Winther
1107,© transcript Emily Beynon © transcript Emily Beynon
1108,Sous-titrage MFP. Sous-titrage MFP.
1109,
1110,"I'll take it off, what you can't see With a mouth so tired and unneeded And couldn't be to see I won't belong, you'll pass if they try And my emptiness has been postponed By my comfort in the night And the worst light may be She'd be the last one to leave"
1111,. . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . . Captioning provided byrousenaitlix.com
1112,you you
1113,© transcript Emily Beynon © transcript Emily Beynon
1114,
1115,🎵 🎵 🎵 🎵
1116,you you
1117,
1118,
1119,you Thank you.
1120,
1121,
1122,"O meek child of Bethlehem, descend to us, we pray. Cast out our sin and enter in, be born in us today. We hear the Christmas angels, the great glad findings tell. O come to us, abide with us."
1123,
1124,Thank you.
1125,
1126,¶¶ ¶¶ ¶¶ ¶¶ ¶¶ ¶¶
1127,. . . . . .
1128,
1129,"In the bleak midwinter, frosty wind made moan. Earth stood hard as iron, water like a stone. Snow had fallen, snow on snow, snow on snow. In the bleak midwinter, long snow fell."
1130,
1131,CHOIR SINGS CHOIR SINGS
1132,CHOIR SINGS CHOIR SINGS
1133,you Thank you.
1134,you you
1135,you you
1136,you you
1137,You've got to cry You've got to cry You've got to cry
1138,you you
1139,
1140,
1141,you you
1142,you you
1143,Neuji der er sell en bakutsu Bin Sch pass sadly nian se ranka zak e ragg jak illa fra.
1144,
1145,CHOIR SINGS CHOIR SINGS
1146,¶¶ ¶¶ ¶¶ ¶¶ ¶¶
1147,
1148,
1149,
1150,you you
1151,
1152,"Et on chagrira entre temps Tu oses tuer tes amants Mon petit amour, mon cupido Mon poutre, mon petit garçon Viens vite confier tous tes chagrins Maman va te faire un câlin Elle m'énerve, elle les casse Je ne suis pas pour cette pétasse Ça vous rend trop maudit Oui, docteur Dépassez le complexe de vie Mais si ça vous..."
1153,
1154,rue jusqu'à ce qu'il n'en reste plus un petit bras moelleux et ce ventre délicieux et des lèvres en forme de coeur elles vont faire mon bonheur pose ta tête sur mon épaule ferme tes yeux et crache la tête
1155,
1156,
1157,
1158,
1159,
1160,
1161,
1162,ដែល្តានាស្នៃមានអានខ្ញុំពីមានប្រាំក្ការងាយ។
1163,For unto us a child is born For unto us a son is given For unto us a child is born For unto us a son is given Unto us a child is born Unto us a son is given For unto us a child is born
1164,you you
1165,
1166,you you
1167,you you
1168,Teksting av Nicolai Winther Learn Spanish
1169,
1170,you you
1171,
1172,
1173,"Little lamb. Good night, my old sombrero. His nurse softly says. Turn the page. Now. She sings a song about counting sheep. And doesn't answer any questions."
1174,
1175,
1176,"Mother in sweet heaven How beautiful Thou, the their hey, Thine hand Tokyo © transcript Emily Beynon"
1177,
1178,
1179,. .
1180,you you
1181,"The white man goes, but doesn't know where the white man goes. He doesn't know where the white man goes, but doesn't know where the white man goes. The dark raven is held at this time. And for a moment, there was wondering, he caught his eye at God. And it was Scar who was perished up next to time. But then he realized that she would leave."
1182,"again. They are said to be holy, symbols of fertility, fruit from the gardens of paradise. Until a girl raped, swallowed seven seeds. The"
1183,
1184,
1185,
1186,
1187,
1188,you you
1189,you you
1190,you you
1191,
1192,
1193,
1194,
1195,I am lost in the wind A thousand miles from nowhere Like a ship that's never coming A thousand miles from nowhere
1196,
1197,Undertexter av Nicolai Winther
1198,
1199,"Punishment for ingesting the pomegranate seed. If the seeds retain seeds, the pomegranate can be removed. Even the padded wszystk so destroy postal in theänner Brazil"
1200,
1201,"I was once young like you, my mother like me, and so I was tied up in a safe room. And I never took you. You gotta get hurt. Being hard is way too hard. Being hard is way too hard."
1202,You help my pituitary gland bend and break like a dirty earthquake. And what's inside you is inside me. What comes in the bottle comes real in every swallow.
1203,"Don't worry, it's all been, all been really bad. And can we still feel love? Thou hung up in the glass. Thou still hung up in the glass. The feet of... The feet of..."
1204,"I would be true, honey, to a heart that won't fail. When all is gone, I'll be alone, honey. You're the one that I love. Once upon a yesterday, I was blind to what I knew."
1205,low. They all call me wildfire cause everybody knows that I'm bad news. Bad news. Everywhere I go. Always getting in trouble. Leave little girls I hate to see me go. Bad news. They tried to hang me in Oakland. They did in Francis Cove. But I got choked and I broke the rope. They had to let me go cause I'm bad news. Bad news. Everywhere I go.
1206,One big holiday So we left the summer Up the river And recorded all the sound Was so shaking And so record playing All the world is wild
1207,And he'll get caught If it's fun we'll go To the swimming pool I hope it goes faster over we queer There's a lot of chatting up going on the swimming pool today Ah ah ah ah ah ah Ah ah ah ah ah ah I will not go without you There's a lot of chatting up going on the swimming pool
1208,"You've been burning bridges while I'm burying myself, my soul alive. You've been catching lightning, trying hard to then drown out the light. I'm singing hallelujah. Hallelujah. Hallelujah."
1209,
1210,He no longer loves me I'm supposed to forget about you I was just a harbor A temporary love
1211,"step is one closer to me. In our love we will find what the others can't see. These letters are mine. I love you, Rosalie. Let the world spin you closer to me. Take a chance on us, Rosalie."
1212,um thank you if i lost the buttons on my coat and i couldn't find gold
1213,There'll be no secrets We can't begin to tell You teach me to walk on the fire You try to make a liar out of me So just let me
1214,"But the blood and the sweat and the tears I had lost. And when I looked around, I found nothing to help me account for all my cost. Well, I've paid with pain and I've paid with tears and I've paid with sweat and I've paid with years and I've paid over there and I've paid right here. What do I have to show for it? Yeah, nothing but nothing, that's all and that's it. Hey, what you got?"
1215,"There ain't no paper rolls, there are no telephones, there are no bathrooms, there are no wives at night, I got no lover, got no lover, keep me warm, keep me warm, you got a pretty girl to sing me a song, sing a song, sing a song, I just might get some sleep tonight, that wind might die down, that rain might run, that rain might run, my girl won't come around here tonight. Send me a postcard with love and affection, dress it to the middle of nowhere, remind me of my bed in Silky Wildland and the fresh, fine, pop-up city."
1216,"And if you're as smart as you claim to be, what you're doing hanging around in bars, sophisticated, mildly jaded, might describe you well, but that ain't the thing that's gonna ring my bell. So you're a music fan, you know some guys in bands, and your name is on the list plus one. The day I need you to get me in a show is the day I go and buy a gun. I know it's rude to say, and I hope it's okay, and I know that we only just met, but I'm more man than you'll ever be, and more woman than you'll ever get. I'm more man than you'll ever be. I think you know what I mean. You ain't no wake up."
